Text#,Title,Authors
41586,The Red Dust,"Leinster, Murray, 1896-1975"
41622,"Futuria Fantasia, Summer 1939","Bradbury, Ray, 1920-2012"
41624,"Futuria Fantasia, Fall 1939","Bradbury, Ray, 1920-2012"
41627,"Futuria Fantasia, Winter 1940","Bradbury, Ray, 1920-2012"
41637,The Forgotten Planet,"Leinster, Murray, 1896-1975"
41651,"Futuria Fantasia, Spring 1940","Various; Bradbury, Ray, 1920-2012 [Editor]"
41714,The Syndic,"Kornbluth, C. M. (Cyril M.), 1923-1958"
41905,Captives of the Flame,"Delany, Samuel R., 1942-"
41981,The Jewels of Aptor,"Delany, Samuel R., 1942-"
42111,And Then the Town Took Off,"Wilson, Richard, 1920-1987"
42182,The Hyborian Age,"Howard, Robert E. (Robert Ervin), 1906-1936"
42183,Queen of the Black Coast,"Howard, Robert E. (Robert Ervin), 1906-1936"
42188,Shadows in the Moonlight,"Howard, Robert E. (Robert Ervin), 1906-1936"
42196,Shadows in Zamboula,"Howard, Robert E. (Robert Ervin), 1906-1936"
42209,The Devil in Iron,"Howard, Robert E. (Robert Ervin), 1906-1936"
42227,A Witch Shall Be Born,"Howard, Robert E. (Robert Ervin), 1906-1936"
42236,Jewels of Gwahlur,"Howard, Robert E. (Robert Ervin), 1906-1936"
42243,The Hour of the Dragon,"Howard, Robert E. (Robert Ervin), 1906-1936"
42254,Beyond the Black River,"Howard, Robert E. (Robert Ervin), 1906-1936"
42259,The People of the Black Circle,"Howard, Robert E. (Robert Ervin), 1906-1936"
42324,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft, 1797-1851"
42664,Gods of the North,"Howard, Robert E. (Robert Ervin), 1906-1936"
42901,Creatures of the Abyss,"Leinster, Murray, 1896-1975"
42914,Gladiator,"Wylie, Philip, 1902-1971"
42987,Nightmare Planet,"Leinster, Murray, 1896-1975"
43038,Ripeness is All,"Roarke, Jesse"
43041,Double or Nothing,"Sharkey, Jack, 1931-1992"
43046,Planet of Dread,"Leinster, Murray, 1896-1975; Adkins, Dan, 1937-2013 [Illustrator]"
43048,The Piebald Hippogriff,"Anderson, Karen, 1932-"
43235,First on the Moon,"Sutton, Jeff, 1913-1979"
45644,"Guirlanden um Die Urnen der Zukunft
Eine interessante, originelle Familiengeschichte aus dem drei und zwanzigsten Jahrhunderte","Ruh, A. K."
45858,Lucian's True History,"Lucian, of Samosata, 120-180; Whibley, Charles, 1859-1930 [Author of introduction, etc.]; Beardsley, Aubrey, 1872-1898 [Illustrator]; Clark, Joseph Benwell, 1857-1938 [Illustrator]; Strang, William, 1859-1921 [Illustrator]; Hickes, Francis, 1566-1631 [Translator]"
46222,"The Fantasy Fan, September 1933
The Fan's Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
46339,"The Fantasy Fan, October 1933
The Fan's Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
46534,"The Fantasy Fan, November 1933
The Fans' Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
46535,"The Fantasy Fan, December 1933
The Fans' Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
46615,"The Fantasy Fan, January 1934
The Fans' Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
46616,"The Fantasy Fan, February 1934
The Fans' Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
48866,"The Fantasy Fan, March 1934
The Fans' Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
48880,Rough Beast,"Aycock, Roger D., 1914-2004; Barberis [Illustrator]"
49165,Brightside Crossing,"Nourse, Alan Edward, 1928-1992"
49462,Lord Tedric,"Smith, E. E. (Edward Elmer), 1890-1965; Stevens, Lawrence Sterne, 1886-1960 [Illustrator]"
49511,"The Fantasy Fan, April 1934
The Fan's Own Magazine","Various; Hornig, Charles D., 1916-1999 [Editor]"
49525,First Lensman,"Smith, E. E. (Edward Elmer), 1890-1965"
49531,A Man Obsessed,"Nourse, Alan Edward, 1928-1992"
49651,Tedric,"Smith, E. E. (Edward Elmer), 1890-1965; St. John, J. Allen (James Allen), 1872-1957 [Illustrator]"
49693,The Machine That Floats,"Gibson, Joe; McCauley, Harold W. (Harold William), 1913-1977 [Illustrator]"
49754,What Do You Read?,"Ellanby, Boyd; Smith, Malcolm, 1910-1966 [Illustrator]"
49762,Diagnosis,"Palmer, Ray, 1910-1977; McCauley, Harold W. (Harold William), 1913-1977 [Illustrator]"
49767,Business For the Lawyers,"Robin, Ralph, 1914-1983; Kweskin, Sam, 1924-2005 [Illustrator]"
49779,Publicity Stunt,"Williams, Robert Moore, 1907-1977; Fuqua, Robert, 1905-1959 [Illustrator]"
49809,Junior,"Abernathy, Robert, 1924-1990; Weiss [Illustrator]"
49826,The Lights on Precipice Peak,"Tall, Stephen, 1908-1981; Newman [Illustrator]"
49838,Jack of No Trades,"Smith, Evelyn E., 1922-2000; Cavat [Illustrator]"
49897,The Gravity Business,"Gunn, James E., 1923-2020; Ashman, William [Illustrator]"
49901,The Snare,"Smith, Richard Rein, 1930-; Weiss [Illustrator]"
50022,The Wailing Asteroid,"Leinster, Murray, 1896-1975"
50063,People Minus X,"Gallun, Raymond Z., 1911-1994"
50103,The Dwindling Years,"Del Rey, Lester, 1915-1993; Johns [Illustrator]"
50133,The Dunwich Horror,"Lovecraft, H. P. (Howard Phillips), 1890-1937"
50138,Doomsday Eve,"Williams, Robert Moore, 1907-1977"
50290,Space Station 1,"Long, Frank Belknap, 1903-1994"
50332,The Diamond Lens,"O'Brien, Fitz James, 1828-1862"
50406,Operation Interstellar,"Smith, George O. (George Oliver), 1911-1981"
50441,Master of Life and Death,"Silverberg, Robert, 1935-"
50449,Recruit for Andromeda,"Marlowe, Stephen, 1928-2008"
50561,The Dark Other,"Weinbaum, Stanley G. (Stanley Grauman), 1902-1935"
50566,Falcons of Narabedla,"Bradley, Marion Zimmer, 1930-1999"
50571,The Green Odyssey,"Farmer, Philip José, 1918-2009"
50585,A Thousand Degrees Below Zero,"Leinster, Murray, 1896-1975"
50622,The Silver Menace,"Leinster, Murray, 1896-1975"
50668,The Secret Martians,"Sharkey, Jack, 1931-1992"
50682,The Planet Mappers,"Evans, E. Everett (Edward Everett), 1893-1958"
50702,Venus Boy,"Sutton, Lee, 1916-1978; Floethe, Richard [Illustrator]"
50713,One Against the Moon,"Wollheim, Donald A., 1914-1990; Finlay, Virgil, 1914-1971 [Illustrator]"
50719,Juju,"Leinster, Murray, 1896-1975"
50736,Address: Centauri,"Wallace, F. L. (Floyd L.), 1915-2004; Wood, Wallace, 1927-1981 [Illustrator]"
50753,Later Than You Think,"Leiber, Fritz, 1910-1992"
50766,The Snowball Effect,"MacLean, Katherine, 1925-; Emshwiller, Ed, 1925-1990 [Illustrator]"
50774,Contagion,"MacLean, Katherine, 1925-"
50783,The Alien,"Jones, Raymond F., 1915-1994"
50796,Shipping Clerk,"Samachson, Joseph, 1906-1980; Emshwiller, Ed, 1925-1990 [Illustrator]"
50800,Bimmie Says,"Van Scyoc, Sydney J., 1939-2023"
50802,A City Near Centaurus,"Doede, William R., 1918-; West [Illustrator]"
50818,How to Make Friends,"Harmon, Jim, 1933-2010; West [Illustrator]"
50819,A Bad Day for Sales,"Leiber, Fritz, 1910-1992"
50826,The Moons of Mars,"Evans, Dean; Emshwiller, Ed, 1925-1990 [Illustrator]"
50827,Orphans of the Void,"Shaara, Michael, 1929?-1988; Emshwiller, Ed, 1925-1990 [Illustrator]"
50834,The Awakening,"Sharkey, Jack, 1931-1992"
50835,The Luckiest Man in Denv,"Kornbluth, C. M. (Cyril M.), 1923-1958; Emshwiller, Ed, 1925-1990 [Illustrator]"
50842,Green Grew the Lasses,"Wainwright, Ruth Laura; Francis, Dick [Illustrator]"
50844,Proof of the Pudding,"Sheckley, Robert, 1928-2005; Emshwiller, Ed, 1925-1990 [Illustrator]"
50847,Tea Tray in the Sky,"Smith, Evelyn E., 1922-2000; Ashman, William [Illustrator]"
50848,Soldier Boy,"Shaara, Michael, 1929?-1988; Emshwiller, Ed, 1925-1990 [Illustrator]"
50863,Alien Minds,"Evans, E. Everett (Edward Everett), 1893-1958"
50868,The Highest Mountain,"Walton, Bryce, 1918-1988"
50869,A Gleeb for Earth,"Schafhauser, Charles; Emshwiller, Ed, 1925-1990 [Illustrator]"
50872,Not Fit for Children,"Smith, Evelyn E., 1922-2000; Francis, Dick [Illustrator]"
50876,Earthbound,"Del Rey, Lester, 1915-1993"
50877,Education of a Martian,"Shallit, Joseph, 1915-1995; Emshwiller, Ed, 1925-1990 [Illustrator]"
50884,Today is Forever,"Aycock, Roger D., 1914-2004; Emshwiller, Ed, 1925-1990 [Illustrator]"
50885,The Weather on Mercury,"Samachson, Joseph, 1906-1980; Vidmer [Illustrator]"
50889,Half past Alligator,"Colvin, Donald; Barth, Ernie [Illustrator]"
50890,The Birds of Lorrane,"Doede, William R., 1918-; Burns [Illustrator]"
50892,My Lady Selene,"Ludens, Magnus"
50893,The Great Nebraska Sea,"Danzig, Allan, 1931-; Wood, Wallace, 1927-1981 [Illustrator]"
50904,On the Fourth Planet,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Finlay, Virgil, 1914-1971 [Illustrator]"
50905,Yesterday House,"Leiber, Fritz, 1910-1992; Ashman, William [Illustrator]"
50921,"$1,000 a Plate","McKenty, Jack; Beck, Charles [Illustrator]"
50923,The Serpent River,"Wilcox, Don, 1905-2000"
50924,Sweet Tooth,"Young, Robert F., 1915-1986; Nodel, Norman, 1922-2000 [Illustrator]"
50928,Hot Planet,"Clement, Hal, 1922-2003; Finlay, Virgil, 1914-1971 [Illustrator]"
50935,"Star, Bright","Clifton, Mark, 1906-1963; Stone, David [Illustrator]"
50936,Man in a Sewing Machine,"Stecher, L. J., Jr., 1918-1988; Emshwiller, Ed, 1925-1990 [Illustrator]"
50940,Wailing Wall,"Aycock, Roger D., 1914-2004; Emshwiller, Ed, 1925-1990 [Illustrator]"
50945,Point of Departure,"Shelton, Vaughan; Weiss [Illustrator]"
50948,Of All Possible Worlds,"Tenn, William, 1920-2010; Gaughan, Jack, 1930-1985 [Illustrator]"
50959,End as a World,"Wallace, F. L. (Floyd L.), 1915-2004; Diehl [Illustrator]"
50969,Big Ancestor,"Wallace, F. L. (Floyd L.), 1915-2004; Emshwiller, Ed, 1925-1990 [Illustrator]"
50971,The Problem Makers,"Hoskins, Robert, 1933-1993"
50980,The Freelancer,"Zacks, Robert; Ashman, William [Illustrator]"
50981,Garrity's Annuities,"Mason, David, 1924-1974; Ray [Illustrator]"
50988,Bodyguard,"Gold, H. L. (Horace Leonard), 1914-1996; Cavat [Illustrator]"
50989,The Nostalgia Gene,"Hutchins, Roy"
50998,Delay in Transit,"Wallace, F. L. (Floyd L.), 1915-2004; Sibley, Don [Illustrator]"
50999,Med Ship Man,"Leinster, Murray, 1896-1975"
51008,Two Weeks in August,"Robinson, Frank M., 1926-2014; MacIntyre, Elizabeth [Illustrator]"
51009,Picture Bride,"Samachson, Joseph, 1906-1980; Emshwiller, Ed, 1925-1990 [Illustrator]"
51027,Jaywalker,"Rocklynne, Ross, 1913-1988; Sibley, Don [Illustrator]"
51028,The Protector,"Curtis, Betsy, 1917-2002; Stone, David [Illustrator]"
51035,Up for Renewal,"Daniel, Lucius; Docktor, Irv, 1918-2008 [Illustrator]"
51037,Second Childhood,"Simak, Clifford D., 1904-1988; Hunter, Don [Illustrator]"
51046,...And It Comes Out Here,"Del Rey, Lester, 1915-1993; Sibley, Don [Illustrator]"
51047,Pollony Undiverted,"Van Scyoc, Sydney J., 1939-2023; Francis, Dick [Illustrator]"
51050,Man's Best Friend,"Smith, Evelyn E., 1922-2000; Hunter, Mel, 1927-2004 [Illustrator]"
51053,Judas Ram,"Merwin, Sam, 1910-1996; Vincent, James [Illustrator]"
51072,Shamar's War,"Neville, Kris, 1925-1980; Giunta, John, 1920-1970 [Illustrator]"
51074,Don't Shoot,"Zacks, Robert; Ashman, William [Illustrator]"
51075,A Stone and a Spear,"Jones, Raymond F., 1915-1994; Bunch, John [Illustrator]"
51081,The Amateurs,"Cogan, Alan; Diehl [Illustrator]"
51082,Coming Attraction,"Leiber, Fritz, 1910-1992; Calle, Paul, 1928-2010 [Illustrator]"
51091,The Deep One,"Ruzic, Neil P., 1930-2004; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51092,Rattle OK,"Warner, Harry, 1922-2003; Finlay, Virgil, 1914-1971 [Illustrator]"
51101,Nice Girl with 5 Husbands,"Leiber, Fritz, 1910-1992; Bard, Philip, 1912-1966 [Illustrator]"
51102,The Sentimentalists,"Leinster, Murray, 1896-1975"
51112,The Other Now,"Leinster, Murray, 1896-1975; Bard, Philip, 1912-1966 [Illustrator]"
51115,Transfer Point,"Boucher, Anthony, 1911-1968; Pierre, Paul [Illustrator]"
51121,Spoken For,"Samachson, Joseph, 1906-1980; Emshwiller, Ed, 1925-1990 [Illustrator]"
51122,The Men in the Walls,"Tenn, William, 1920-2010; Finlay, Virgil, 1914-1971 [Illustrator]"
51125,Mars is My Destination,"Long, Frank Belknap, 1903-1994"
51126,The Princess and the Physicist,"Smith, Evelyn E., 1922-2000; Kossin, Sandy [Illustrator]"
51129,A Gift from Earth,"Banister, Manly, 1914-1986; Kossin, Sandy [Illustrator]"
51132,Whiskaboom,"Arkin, Alan, 1934-; Diehl [Illustrator]"
51136,Nothing But the Best,"Cogan, Alan; Cal [Illustrator]"
51137,Cause of Death,"Tadlock, Max; Johns [Illustrator]"
51148,Common Denominator,"MacDonald, John D. (John Dann), 1916-1986; Hunter, Don [Illustrator]"
51150,Venus is a Man's World,"Tenn, William, 1920-2010; Fawcette, Gene, 1920?-1988 [Illustrator]"
51152,Appointment In Tomorrow,"Leiber, Fritz, 1910-1992; Emshwiller, Ed, 1925-1990 [Illustrator]"
51153,The Semantic War,"Clothier, Bill, 1921-2015; Wes [Illustrator]"
51167,Butterfly 9,"Keith, Donald; Gaughan, Jack, 1930-1985 [Illustrator]"
51168,Operation Distress,"Del Rey, Lester, 1915-1993; Emshwiller, Ed, 1925-1990 [Illustrator]"
51170,The Fire and the Sword,"Robinson, Frank M., 1926-2014; Emshwiller, Ed, 1925-1990 [Illustrator]"
51171,A Little Journey,"Bradbury, Ray, 1920-2012; Thorne [Illustrator]"
51184,Inside Earth,"Anderson, Poul, 1926-2001; Stone, David [Illustrator]"
51185,All Jackson's Children,"Galouye, Daniel F., 1920-1976; Finlay, Virgil, 1914-1971 [Illustrator]"
51193,Pictures Don't Lie,"MacLean, Katherine, 1925-; Schneider, Martin [Illustrator]"
51194,Made to Measure,"Gault, William Campbell, 1910-1995; Woromay, Lawrence, 1927-2007 [Illustrator]"
51201,Volpla,"Guin, Wyman, 1915-1989; Francis, Dick [Illustrator]"
51202,Name Your Symptom,"Harmon, Jim, 1933-2010; Weiss [Illustrator]"
51203,A Coffin for Jacob,"Ludwig, Edward W., 1920-1990; Emshwiller, Ed, 1925-1990 [Illustrator]"
51210,"I, the Unspeakable","Sheldon, Walter J., 1917-1996; Marchetti, Louis, 1920-1992 [Illustrator]"
51231,Syndrome Johnny,"Dye, Charles, 1925-1960; Emshwiller, Ed, 1925-1990 [Illustrator]"
51232,"Psychotennis, Anyone?","Williams, Lloyd; Stone, David [Illustrator]"
51233,The Marching Morons,"Kornbluth, C. M. (Cyril M.), 1923-1958; Sibley, Don [Illustrator]"
51234,Zeritsky's Law,"Griffith, Ann Warren; Thorne [Illustrator]"
51240,The Addicts,"Samachson, Joseph, 1906-1980; Emshwiller, Ed, 1925-1990 [Illustrator]"
51241,Bridge Crossing,"Dryfoos, Dave, 1915-2003; Harrison, Harry, 1925-2012 [Illustrator]"
51247,Dead End,"Macfarlane, Wallace, 1918-1999; Stone, David [Illustrator]"
51249,Spacemen Die at Home,"Ludwig, Edward W., 1920-1990; Thorne [Illustrator]"
51255,Chain Reaction,"Ellanby, Boyd; Doktor [Illustrator]"
51256,The Cool War,"Fetler, Andrew, 1925-2017; Nodel, Norman, 1922-2000 [Illustrator]"
51257,The Furious Rose,"Evans, Dean; Thorne [Illustrator]"
51258,A Bad Day for Vermin,"Laumer, Keith, 1925-1993"
51267,End as a Hero,"Laumer, Keith, 1925-1993; Schelling, George, 1938- [Illustrator]"
51268,The Girls From Earth,"Robinson, Frank M., 1926-2014; Emshwiller, Ed, 1925-1990 [Illustrator]"
51273,Advance Agent,"Anvil, Christopher, 1925-2009; Finlay, Virgil, 1914-1971 [Illustrator]"
51274,Ambition,"Bade, William L., 1928-2005; Woromay, Lawrence, 1927-2007 [Illustrator]"
51286,Pen Pal,"Marlowe, Stephen, 1928-2008; Sibley, Don [Illustrator]"
51288,Man of Distinction,"Shaara, Michael, 1929?-1988; Francis, Dick [Illustrator]"
51295,The Man Who Was Six,"Wallace, F. L. (Floyd L.), 1915-2004; Ashman, William [Illustrator]"
51296,The Sense of Wonder,"Marlowe, Stephen, 1928-2008; Rosenbaum, Harry [Illustrator]"
51297,The Pilot and the Bushman,"Jacobs, Sylvia; Stone, David [Illustrator]"
51304,A Touch of E Flat,"Gibson, Joe; Francis, Dick [Illustrator]"
51305,Confidence Game,"Harmon, Jim, 1933-2010"
51310,My Lady Greensleeves,"Pohl, Frederik, 1919-2013; Gaughan, Jack, 1930-1985 [Illustrator]"
51311,Make Me An Offer,"Blomberg, Con; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51320,Break a Leg,"Harmon, Jim, 1933-2010; Gaughan, Jack, 1930-1985 [Illustrator]"
51321,Prime Difference,"Nourse, Alan Edward, 1928-1992; Schoenherr, John, 1935-2010 [Illustrator]"
51330,I Am a Nucleus,"Barr, Stephen; Gaughan, Jack, 1930-1985 [Illustrator]"
51331,"Swenson, Dispatcher","Miller, R. De Witt (Richard De Witt), 1910-1958; Francis, Dick [Illustrator]"
51335,Fresh Air Fiend,"Neville, Kris, 1925-1980; Rogers, Karl [Illustrator]"
51336,What is POSAT?,"Smith, Phyllis Sterling; Emshwiller, Ed, 1925-1990 [Illustrator]"
51337,The Man Outside,"Smith, Evelyn E., 1922-2000; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51342,Citizen Jell,"Shaara, Michael, 1929?-1988; Francis, Dick [Illustrator]"
51344,Voyage to Far N'jurd,"Neville, Kris, 1925-1980"
51350,No Substitutions,"Harmon, Jim, 1933-2010; Johnson [Illustrator]"
51351,The Spicy Sound of Success,"Harmon, Jim, 1933-2010; Francis, Dick [Illustrator]"
51353,Dr. Kometevsky's Day,"Leiber, Fritz, 1910-1992; Stone, David [Illustrator]"
51361,Birds of a Feather,"Silverberg, Robert, 1935-; Wood, Wallace, 1927-1981 [Illustrator]"
51362,Lex,"Haggert, W. T.; Wood, Wallace, 1927-1981 [Illustrator]"
51363,Double Standard,"Coppel, Alfred, 1921-2004"
51379,The Music Master of Babylon,"Pangborn, Edgar, 1909-1976; Krigstein [Illustrator]"
51380,Time In the Round,"Leiber, Fritz, 1910-1992; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51395,Survival Type,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Kirberger, Fred [Illustrator]"
51396,Not a Creature Was Stirring,"Evans, Dean; Stone, David [Illustrator]"
51397,People Soup,"Arkin, Alan, 1934-; Johnson [Illustrator]"
51398,Growing up on Big Muddy,"De Vet, Charles V., 1911-1997; Turpin [Illustrator]"
51407,Sea Legs,"Quattrocchi, Frank; Emshwiller, Ed, 1925-1990 [Illustrator]"
51408,Angel's Egg,"Pangborn, Edgar, 1909-1976; Stone, David [Illustrator]"
51413,The Ignoble Savages,"Smith, Evelyn E., 1922-2000; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51414,...So They Baked a Cake,"Marks, Winston K. (Winston Kinney), 1915-1979; Beecham, Tom, 1926-2000 [Illustrator]"
51420,License to Steal,"Newman, Louis; Wood, Wallace, 1927-1981 [Illustrator]"
51421,Man in a Quandary,"Stecher, L. J., Jr., 1918-1988; Martinez [Illustrator]"
51433,Hunt the Hunter,"Neville, Kris, 1925-1980; MacIntyre, Elizabeth [Illustrator]"
51434,An Elephant for the Prinkip,"Stecher, L. J., Jr., 1918-1988; Francis, Dick [Illustrator]"
51435,"The Business, As Usual","Sharkey, Jack, 1931-1992"
51436,Bullet with His Name,"Leiber, Fritz, 1910-1992; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51445,Sordman the Protector,"Purdom, Tom, 1936-; Wood, Wallace, 1927-1981 [Illustrator]"
51449,Moral Equivalent,"Neville, Kris, 1925-1980; Francis, Dick [Illustrator]"
51460,A Husband for My Wife,"Stuart, William W.; Burns [Illustrator]"
51461,A Pail of Air,"Leiber, Fritz, 1910-1992; Emshwiller, Ed, 1925-1990 [Illustrator]"
51475,East in the Morning,"Fisher, David E., 1932-; Francis, Dick [Illustrator]"
51478,Dumbwaiter,"Stamers, James; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51482,Perfect Answer,"Stecher, L. J., Jr., 1918-1988; Francis, Dick [Illustrator]"
51483,The Reluctant Heroes,"Robinson, Frank M., 1926-2014; Sibley, Don [Illustrator]"
51493,Kreativity For Kats,"Leiber, Fritz, 1910-1992; Francis, Dick [Illustrator]"
51494,Beach Scene,"King, Marshall; Wood, Wallace, 1927-1981 [Illustrator]"
51498,Bad Memory,"Fahy, Patrick; Martin, Don, 1931-2000 [Illustrator]"
51499,Blueblood,"Harmon, Jim, 1933-2010; Wood, Wallace, 1927-1981 [Illustrator]"
51508,The Chasers,"Galouye, Daniel F., 1920-1976; Harrington [Illustrator]"
51509,Doorstep,"Laumer, Keith, 1925-1993; Ritter, Bob [Illustrator]"
51518,The Feeling,"Aycock, Roger D., 1914-2004; Gaughan, Jack, 1930-1985 [Illustrator]"
51519,The Drug,"MacApp, C. C., 1917-1971; Martinez [Illustrator]"
51530,The Last Letter,"Leiber, Fritz, 1910-1992; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51531,With These Hands,"Kornbluth, C. M. (Cyril M.), 1923-1958"
51533,The Celestial Hammerlock,"Colvin, Donald"
51534,Self Portrait,"Wolfe, Bernard, 1915-1985; Schneider, Martin [Illustrator]"
51545,The Sweeper of Loray,"Sheckley, Robert, 1928-2005; Goodman [Illustrator]"
51546,Handyman,"Banta, Frank"
51549,The Big Engine,"Leiber, Fritz, 1910-1992"
51550,"The Long, Silvery Day","Ludens, Magnus"
51570,Cry Snooker,"Fetler, Andrew, 1925-2017; Francis, Dick [Illustrator]"
51571,Subject to Change,"Goulart, Ron, 1933-2022; Harman [Illustrator]"
51574,The Stuff,"Slesar, Henry, 1927-2002; Ritter, Bob [Illustrator]"
51576,Shatter the Wall,"Van Scyoc, Sydney J., 1939-2023; West [Illustrator]"
51588,Security Plan,"Farrell, Joseph; Wood, Wallace, 1927-1981 [Illustrator]"
51589,The Rag and Bone Men,"Budrys, Algis, 1931-2008"
51596,Aloys,"Lafferty, R. A., 1914-2002; Walker [Illustrator]"
51597,Gourmet,"Lang, Allen Kim, 1928-"
51603,All the People,"Lafferty, R. A., 1914-2002; Gaughan, Jack, 1930-1985 [Illustrator]"
51605,Jamieson,"Doede, William R., 1918-; Gray [Illustrator]"
51609,A Fall of Glass,"Lee, Stanley R., -1997; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51610,Solid Solution,"Stamers, James; Gray [Illustrator]"
51615,A Matter of Protocol,"Sharkey, Jack, 1931-1992; Schelling, George, 1938- [Illustrator]"
51616,Sales Talk,"Blomberg, Con; Morrow, Gray, 1934-2001 [Illustrator]"
51622,Extracts from the Galactick Almanack: Music Around the Universe,"Janifer, Laurence M., 1933-2002; Martin, Don, 1931-2000 [Illustrator]"
51623,Always a Qurono,"Harmon, Jim, 1933-2010; Ritter, Bob [Illustrator]"
51650,Innocent at Large,"Anderson, Karen, 1932-; Anderson, Poul, 1926-2001; Wood, Wallace, 1927-1981 [Illustrator]"
51651,Conditionally Human,"Miller, Walter M., 1923-1996; Stone, David [Illustrator]"
51656,Pick a Crime,"Smith, Richard Rein, 1930-; Francis, Dick [Illustrator]"
51657,Charity Case,"Harmon, Jim, 1933-2010; Francis, Dick [Illustrator]"
51662,Breakdown,"Kastle, Herbert D., 1924-1987; Cowles [Illustrator]"
51663,Dawningsburgh,"West, Wallace, 1900-1980"
51668,Dream World,"Lafferty, R. A., 1914-2002; Gaughan, Jack, 1930-1985 [Illustrator]"
51669,The Lamps of the Angels,"Sabia, Richard; Francis, Dick [Illustrator]"
51681,Amateur in Chancery,"Smith, George O. (George Oliver), 1911-1981"
51682,The Imitation of Earth,"Stamers, James; Carter [Illustrator]"
51687,The Spy in the Elevator,"Westlake, Donald E., 1933-2008; West [Illustrator]"
51688,The Air of Castor Oil,"Harmon, Jim, 1933-2010; Walker [Illustrator]"
51699,The God Next Door,"Doede, William R., 1918-; Ivie, Larry, 1936-2014 [Illustrator]"
51712,A Trace of Memory,"Laumer, Keith, 1925-1993"
51713,Metamorphosis,"De Vet, Charles V., 1911-1997"
51726,"Wall of Crystal, Eye of Night","Budrys, Algis, 1931-2008; Francis, Dick [Illustrator]"
51727,Satisfaction Guaranteed,"Leache, Joy; Gaughan, Jack, 1930-1985 [Illustrator]"
51735,Big Baby,"Sharkey, Jack, 1931-1992; Gaughan, Jack, 1930-1985 [Illustrator]"
51736,Star-Crossed Lover,"Stuart, William W.; Ritter, Bob [Illustrator]"
51740,Don't Look Now,"Rubin, Leonard; Wood, Wallace, 1927-1981 [Illustrator]"
51741,Round-and-Round Trip,"Fyfe, H. B. (Horace Bowne), 1918-1997; Wood, Wallace, 1927-1981 [Illustrator]"
51751,"Oh, Rats!","De Ford, Miriam Allen, 1888-1975; Wood, Wallace, 1927-1981 [Illustrator]"
51752,If You Was a Moklin,"Leinster, Murray, 1896-1975; Rosenbaum, Harry [Illustrator]"
51758,From an Unseen Censor,"Brown, Rosel George, 1926-1967; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51759,Traveling Companion Wanted,"Wilson, Richard, 1920-1987; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51767,Death's Wisher,"Wannamaker, Jim; Francis, Dick [Illustrator]"
51768,Prospector's Special,"Sheckley, Robert, 1928-2005; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
51773,Scent Makes a Difference,"Stamers, James; Francis, Dick [Illustrator]"
51774,The Weirdest World,"Lafferty, R. A., 1914-2002; Wood, Wallace, 1927-1981 [Illustrator]"
51781,The King of the City,"Laumer, Keith, 1925-1993; Finlay, Virgil, 1914-1971 [Illustrator]"
51782,Doctor,"Leinster, Murray, 1896-1975; Finlay, Virgil, 1914-1971 [Illustrator]"
51799,Farmer,"Reynolds, Mack, 1917-1983; Ritter, Bob [Illustrator]"
51801,The Immortals,"Duncan, David, 1913-1999; Francis, Dick [Illustrator]"
51804,Plague of Pythons,"Pohl, Frederik, 1919-2013; Ritter, Bob [Illustrator]"
51805,Success Story,"Goodale, Earl; Wood, Wallace, 1927-1981 [Illustrator]"
51809,Survival Kit,"Pohl, Frederik, 1919-2013; Gaughan, Jack, 1930-1985 [Illustrator]"
51810,The Undetected,"Smith, George O. (George Oliver), 1911-1981; Finlay, Virgil, 1914-1971 [Illustrator]"
51814,Preferred Risk,"McCann, Edson; Kossin, Sandy [Illustrator]"
